CODAUTO,CCAA,CPRO,Provincia,Municipio,INE5
"07","Castilla y León","47","Valladolid","Íscar","47075"
"07","Castilla y León","47","Valladolid","Laguna de Duero","47076"
"07","Castilla y León","47","Valladolid","Langayo","47077"
"07","Castilla y León","47","Valladolid","Llano de Olmedo","47079"
"07","Castilla y León","47","Valladolid","Lomoviejo","47078"
"07","Castilla y León","47","Valladolid","Manzanillo","47080"
"07","Castilla y León","47","Valladolid","Marzales","47081"
"07","Castilla y León","47","Valladolid","Matapozuelos","47082"
"07","Castilla y León","47","Valladolid","Matilla de los Caños","47083"
"07","Castilla y León","47","Valladolid","Mayorga","47084"
"07","Castilla y León","47","Valladolid","Medina de Rioseco","47086"
"07","Castilla y León","47","Valladolid","Medina del Campo","47085"
"07","Castilla y León","47","Valladolid","Megeces","47087"
"07","Castilla y León","47","Valladolid","Melgar de Abajo","47088"
"07","Castilla y León","47","Valladolid","Melgar de Arriba","47089"
"07","Castilla y León","47","Valladolid","Mojados","47090"
"07","Castilla y León","47","Valladolid","Monasterio de Vega","47091"
"07","Castilla y León","47","Valladolid","Montealegre de Campos","47092"
"07","Castilla y León","47","Valladolid","Montemayor de Pililla","47093"
"07","Castilla y León","47","Valladolid","Moral de la Reina","47094"
"07","Castilla y León","47","Valladolid","Moraleja de las Panaderas","47095"
"07","Castilla y León","47","Valladolid","Morales de Campos","47096"
"07","Castilla y León","47","Valladolid","Mota del Marqués","47097"
"07","Castilla y León","47","Valladolid","Mucientes","47098"
"07","Castilla y León","47","Valladolid","Mudarra, La","47099"
"07","Castilla y León","47","Valladolid","Muriel","47100"
"07","Castilla y León","47","Valladolid","Nava del Rey","47101"
"07","Castilla y León","47","Valladolid","Nueva Villa de las Torres","47102"
"07","Castilla y León","47","Valladolid","Olivares de Duero","47103"
"07","Castilla y León","47","Valladolid","Olmedo","47104"
"07","Castilla y León","47","Valladolid","Olmos de Esgueva","47105"
"07","Castilla y León","47","Valladolid","Olmos de Peñafiel","47106"
"07","Castilla y León","47","Valladolid","Palazuelo de Vedija","47109"
"07","Castilla y León","47","Valladolid","Parrilla, La","47110"
"07","Castilla y León","47","Valladolid","Pedraja de Portillo, La","47111"
"07","Castilla y León","47","Valladolid","Pedrajas de San Esteban","47112"
"07","Castilla y León","47","Valladolid","Pedrosa del Rey","47113"
"07","Castilla y León","47","Valladolid","Peñafiel","47114"
"07","Castilla y León","47","Valladolid","Peñaflor de Hornija","47115"
"07","Castilla y León","47","Valladolid","Pesquera de Duero","47116"
"07","Castilla y León","47","Valladolid","Piña de Esgueva","47117"
"07","Castilla y León","47","Valladolid","Piñel de Abajo","47118"
"07","Castilla y León","47","Valladolid","Piñel de Arriba","47119"
"07","Castilla y León","47","Valladolid","Pollos","47121"
"07","Castilla y León","47","Valladolid","Portillo","47122"
"07","Castilla y León","47","Valladolid","Pozal de Gallinas","47123"
"07","Castilla y León","47","Valladolid","Pozaldez","47124"
"07","Castilla y León","47","Valladolid","Pozuelo de la Orden","47125"
"07","Castilla y León","47","Valladolid","Puras","47126"
"07","Castilla y León","47","Valladolid","Quintanilla de Arriba","47127"
"07","Castilla y León","47","Valladolid","Quintanilla de Onésimo","47129"
"07","Castilla y León","47","Valladolid","Quintanilla de Trigueros","47130"
"07","Castilla y León","47","Valladolid","Quintanilla del Molar","47128"
"07","Castilla y León","47","Valladolid","Rábano","47131"
"07","Castilla y León","47","Valladolid","Ramiro","47132"
"07","Castilla y León","47","Valladolid","Renedo de Esgueva","47133"
"07","Castilla y León","47","Valladolid","Roales de Campos","47134"
"07","Castilla y León","47","Valladolid","Robladillo","47135"
"07","Castilla y León","47","Valladolid","Roturas","47137"
"07","Castilla y León","47","Valladolid","Rubí de Bracamonte","47138"
"07","Castilla y León","47","Valladolid","Rueda","47139"
"07","Castilla y León","47","Valladolid","Saelices de Mayorga","47140"
"07","Castilla y León","47","Valladolid","Salvador de Zapardiel","47141"
"07","Castilla y León","47","Valladolid","San Cebrián de Mazote","47142"
"07","Castilla y León","47","Valladolid","San Llorente","47143"
"07","Castilla y León","47","Valladolid","San Martín de Valvení","47144"
"07","Castilla y León","47","Valladolid","San Miguel del Arroyo","47145"
"07","Castilla y León","47","Valladolid","San Miguel del Pino","47146"
"07","Castilla y León","47","Valladolid","San Pablo de la Moraleja","47147"
"07","Castilla y León","47","Valladolid","San Pedro de Latarce","47148"
"07","Castilla y León","47","Valladolid","San Pelayo","47149"
"07","Castilla y León","47","Valladolid","San Román de Hornija","47150"
"07","Castilla y León","47","Valladolid","San Salvador","47151"
"07","Castilla y León","47","Valladolid","San Vicente del Palacio","47156"
"07","Castilla y León","47","Valladolid","Santa Eufemia del Arroyo","47152"
"07","Castilla y León","47","Valladolid","Santervás de Campos","47153"
"07","Castilla y León","47","Valladolid","Santibáñez de Valcorba","47154"
"07","Castilla y León","47","Valladolid","Santovenia de Pisuerga","47155"
"07","Castilla y León","47","Valladolid","Sardón de Duero","47157"
"07","Castilla y León","47","Valladolid","Seca, La","47158"
"07","Castilla y León","47","Valladolid","Serrada","47159"
"07","Castilla y León","47","Valladolid","Siete Iglesias de Trabancos","47160"
"07","Castilla y León","47","Valladolid","Simancas","47161"
"07","Castilla y León","47","Valladolid","Tamariz de Campos","47162"
"07","Castilla y León","47","Valladolid","Tiedra","47163"
"07","Castilla y León","47","Valladolid","Tordehumos","47164"
"07","Castilla y León","47","Valladolid","Tordesillas","47165"
"07","Castilla y León","47","Valladolid","Torre de Esgueva","47169"
"07","Castilla y León","47","Valladolid","Torre de Peñafiel","47170"
"07","Castilla y León","47","Valladolid","Torrecilla de la Abadesa","47166"
"07","Castilla y León","47","Valladolid","Torrecilla de la Orden","47167"
"07","Castilla y León","47","Valladolid","Torrecilla de la Torre","47168"
"07","Castilla y León","47","Valladolid","Torrelobatón","47171"
"07","Castilla y León","47","Valladolid","Torrescárcela","47172"
"07","Castilla y León","47","Valladolid","Traspinedo","47173"
"07","Castilla y León","47","Valladolid","Trigueros del Valle","47174"
"07","Castilla y León","47","Valladolid","Tudela de Duero","47175"
"07","Castilla y León","47","Valladolid","Unión de Campos, La","47176"
"07","Castilla y León","47","Valladolid","Urones de Castroponce","47177"
"07","Castilla y León","47","Valladolid","Urueña","47178"
"07","Castilla y León","47","Valladolid","Valbuena de Duero","47179"
"07","Castilla y León","47","Valladolid","Valdearcos de la Vega","47180"
"07","Castilla y León","47","Valladolid","Valdenebro de los Valles","47181"
"07","Castilla y León","47","Valladolid","Valdestillas","47182"
"07","Castilla y León","47","Valladolid","Valdunquillo","47183"
"07","Castilla y León","47","Valladolid","Valladolid","47186"
"07","Castilla y León","47","Valladolid","Valoria la Buena","47184"
"07","Castilla y León","47","Valladolid","Valverde de Campos","47185"
"07","Castilla y León","47","Valladolid","Vega de Ruiponce","47187"
"07","Castilla y León","47","Valladolid","Vega de Valdetronco","47188"
"07","Castilla y León","47","Valladolid","Velascálvaro","47189"
"07","Castilla y León","47","Valladolid","Velilla","47190"
"07","Castilla y León","47","Valladolid","Velliza","47191"
"07","Castilla y León","47","Valladolid","Ventosa de la Cuesta","47192"
"07","Castilla y León","47","Valladolid","Viana de Cega","47193"
"07","Castilla y León","47","Valladolid","Villabáñez","47195"
"07","Castilla y León","47","Valladolid","Villabaruz de Campos","47196"
"07","Castilla y León","47","Valladolid","Villabrágima","47197"
"07","Castilla y León","47","Valladolid","Villacarralón","47198"
"07","Castilla y León","47","Valladolid","Villacid de Campos","47199"
"07","Castilla y León","47","Valladolid","Villaco","47200"
"07","Castilla y León","47","Valladolid","Villafrades de Campos","47203"
"07","Castilla y León","47","Valladolid","Villafranca de Duero","47204"
"07","Castilla y León","47","Valladolid","Villafrechós","47205"
"07","Castilla y León","47","Valladolid","Villafuerte","47206"
"07","Castilla y León","47","Valladolid","Villagarcía de Campos","47207"
"07","Castilla y León","47","Valladolid","Villagómez la Nueva","47208"
"07","Castilla y León","47","Valladolid","Villalán de Campos","47209"
"07","Castilla y León","47","Valladolid","Villalar de los Comuneros","47210"
"07","Castilla y León","47","Valladolid","Villalba de la Loma","47211"
"07","Castilla y León","47","Valladolid","Villalba de los Alcores","47212"
"07","Castilla y León","47","Valladolid","Villalbarba","47213"
"07","Castilla y León","47","Valladolid","Villalón de Campos","47214"
"07","Castilla y León","47","Valladolid","Villamuriel de Campos","47215"
"07","Castilla y León","47","Valladolid","Villán de Tordesillas","47216"
"07","Castilla y León","47","Valladolid","Villanubla","47217"
"07","Castilla y León","47","Valladolid","Villanueva de Duero","47218"
"07","Castilla y León","47","Valladolid","Villanueva de la Condesa","47219"
"07","Castilla y León","47","Valladolid","Villanueva de los Caballeros","47220"
"07","Castilla y León","47","Valladolid","Villanueva de los Infantes","47221"
"07","Castilla y León","47","Valladolid","Villanueva de San Mancio","47222"
"07","Castilla y León","47","Valladolid","Villardefrades","47223"
"07","Castilla y León","47","Valladolid","Villarmentero de Esgueva","47224"
"07","Castilla y León","47","Valladolid","Villasexmir","47225"
"07","Castilla y León","47","Valladolid","Villavaquerín","47226"
"07","Castilla y León","47","Valladolid","Villavellid","47227"
"07","Castilla y León","47","Valladolid","Villaverde de Medina","47228"
"07","Castilla y León","47","Valladolid","Villavicencio de los Caballeros","47229"
"07","Castilla y León","47","Valladolid","Viloria","47194"
"07","Castilla y León","47","Valladolid","Wamba","47230"
"07","Castilla y León","47","Valladolid","Zaratán","47231"
"07","Castilla y León","47","Valladolid","Zarza, La","47232"
"07","Castilla y León","24","León","Acebedo","24001"
"07","Castilla y León","24","León","Algadefe","24002"
"07","Castilla y León","24","León","Alija del Infantado","24003"
"07","Castilla y León","24","León","Almanza","24004"
"07","Castilla y León","24","León","Antigua, La","24005"
"07","Castilla y León","24","León","Ardón","24006"
"07","Castilla y León","24","León","Arganza","24007"
"07","Castilla y León","24","León","Astorga","24008"
"07","Castilla y León","24","León","Balboa","24009"
"07","Castilla y León","24","León","Bañeza, La","24010"
"07","Castilla y León","24","León","Barjas","24011"
"07","Castilla y León","24","León","Barrios de Luna, Los","24012"
"07","Castilla y León","24","León","Bembibre","24014"
"07","Castilla y León","24","León","Benavides","24015"
"07","Castilla y León","24","León","Benuza","24016"
"07","Castilla y León","24","León","Bercianos del Páramo","24017"
"07","Castilla y León","24","León","Bercianos del Real Camino","24018"
"07","Castilla y León","24","León","Berlanga del Bierzo","24019"
"07","Castilla y León","24","León","Boca de Huérgano","24020"
"07","Castilla y León","24","León","Boñar","24021"
"07","Castilla y León","24","León","Borrenes","24022"
"07","Castilla y León","24","León","Brazuelo","24023"
"07","Castilla y León","24","León","Burgo Ranero, El","24024"
"07","Castilla y León","24","León","Burón","24025"
"07","Castilla y León","24","León","Bustillo del Páramo","24026"
"07","Castilla y León","24","León","Cabañas Raras","24027"
"07","Castilla y León","24","León","Cabreros del Río","24028"
"07","Castilla y León","24","León","Cabrillanes","24029"
"07","Castilla y León","24","León","Cacabelos","24030"
"07","Castilla y León","24","León","Calzada del Coto","24031"
"07","Castilla y León","24","León","Campazas","24032"
"07","Castilla y León","24","León","Campo de Villavidel","24033"
"07","Castilla y León","24","León","Camponaraya","24034"
"07","Castilla y León","24","León","Candín","24036"
"07","Castilla y León","24","León","Cármenes","24037"
"07","Castilla y León","24","León","Carracedelo","24038"
"07","Castilla y León","24","León","Carrizo","24039"
"07","Castilla y León","24","León","Carrocera","24040"
"07","Castilla y León","24","León","Carucedo","24041"
"07","Castilla y León","24","León","Castilfalé","24042"
"07","Castilla y León","24","León","Castrillo de Cabrera","24043"
"07","Castilla y León","24","León","Castrillo de la Valduerna","24044"
"07","Castilla y León","24","León","Castrocalbón","24046"
"07","Castilla y León","24","León","Castrocontrigo","24047"
"07","Castilla y León","24","León","Castropodame","24049"
"07","Castilla y León","24","León","Castrotierra de Valmadrigal","24050"
"07","Castilla y León","24","León","Cea","24051"
"07","Castilla y León","24","León","Cebanico","24052"
"07","Castilla y León","24","León","Cebrones del Río","24053"
"07","Castilla y León","24","León","Chozas de Abajo","24065"
"07","Castilla y León","24","León","Cimanes de la Vega","24054"
"07","Castilla y León","24","León","Cimanes del Tejar","24055"
"07","Castilla y León","24","León","Cistierna","24056"
"07","Castilla y León","24","León","Congosto","24057"
"07","Castilla y León","24","León","Corbillos de los Oteros","24058"
"07","Castilla y León","24","León","Corullón","24059"
"07","Castilla y León","24","León","Crémenes","24060"
"07","Castilla y León","24","León","Cuadros","24061"
"07","Castilla y León","24","León","Cubillas de los Oteros","24062"
"07","Castilla y León","24","León","Cubillas de Rueda","24063"
"07","Castilla y León","24","León","Cubillos del Sil","24064"
"07","Castilla y León","24","León","Destriana","24066"
"07","Castilla y León","24","León","Encinedo","24067"
"07","Castilla y León","24","León","Ercina, La","24068"
"07","Castilla y León","24","León","Escobar de Campos","24069"
"07","Castilla y León","24","León","Fabero","24070"
"07","Castilla y León","24","León","Folgoso de la Ribera","24071"
"07","Castilla y León","24","León","Fresno de la Vega","24073"
"07","Castilla y León","24","León","Fuentes de Carbajal","24074"
"07","Castilla y León","24","León","Garrafe de Torío","24076"
"07","Castilla y León","24","León","Gordaliza del Pino","24077"
"07","Castilla y León","24","León","Gordoncillo","24078"
"07","Castilla y León","24","León","Gradefes","24079"
"07","Castilla y León","24","León","Grajal de Campos","24080"
"07","Castilla y León","24","León","Gusendos de los Oteros","24081"
"07","Castilla y León","24","León","Hospital de Órbigo","24082"
"07","Castilla y León","24","León","Igüeña","24083"
"07","Castilla y León","24","León","Izagre","24084"
"07","Castilla y León","24","León","Joarilla de las Matas","24086"
"07","Castilla y León","24","León","Laguna Dalga","24087"
"07","Castilla y León","24","León","Laguna de Negrillos","24088"
"07","Castilla y León","24","León","León","24089"
"07","Castilla y León","24","León","Llamas de la Ribera","24092"
"07","Castilla y León","24","León","Lucillo","24090"
"07","Castilla y León","24","León","Luyego","24091"
"07","Castilla y León","24","León","Magaz de Cepeda","24093"
"07","Castilla y León","24","León","Mansilla de las Mulas","24094"
"07","Castilla y León","24","León","Mansilla Mayor","24095"
"07","Castilla y León","24","León","Maraña","24096"
"07","Castilla y León","24","León","Matadeón de los Oteros","24097"
"07","Castilla y León","24","León","Matallana de Torío","24098"
"07","Castilla y León","24","León","Matanza","24099"
"07","Castilla y León","24","León","Molinaseca","24100"
"07","Castilla y León","24","León","Murias de Paredes","24101"
"07","Castilla y León","24","León","Noceda del Bierzo","24102"
"07","Castilla y León","24","León","Oencia","24103"
"07","Castilla y León","24","León","Omañas, Las","24104"
"07","Castilla y León","24","León","Onzonilla","24105"
"07","Castilla y León","24","León","Oseja de Sajambre","24106"
"07","Castilla y León","24","León","Pajares de los Oteros","24107"
"07","Castilla y León","24","León","Palacios de la Valduerna","24108"
"07","Castilla y León","24","León","Palacios del Sil","24109"
"07","Castilla y León","24","León","Páramo del Sil","24110"
"07","Castilla y León","24","León","Peranzanes","24112"
"07","Castilla y León","24","León","Pobladura de Pelayo García","24113"
"07","Castilla y León","24","León","Pola de Gordón, La","24114"
"07","Castilla y León","24","León","Ponferrada","24115"
"07","Castilla y León","24","León","Posada de Valdeón","24116"
"07","Castilla y León","24","León","Pozuelo del Páramo","24117"
"07","Castilla y León","24","León","Prado de la Guzpeña","24118"
"07","Castilla y León","24","León","Priaranza del Bierzo","24119"
"07","Castilla y León","24","León","Prioro","24120"
"07","Castilla y León","24","León","Puebla de Lillo","24121"
"07","Castilla y León","24","León","Puente de Domingo Flórez","24122"
"07","Castilla y León","24","León","Quintana del Castillo","24123"
"07","Castilla y León","24","León","Quintana del Marco","24124"
"07","Castilla y León","24","León","Quintana y Congosto","24125"
"07","Castilla y León","24","León","Regueras de Arriba","24127"
"07","Castilla y León","24","León","Reyero","24129"
"07","Castilla y León","24","León","Riaño","24130"
"07","Castilla y León","24","León","Riego de la Vega","24131"
"07","Castilla y León","24","León","Riello","24132"
"07","Castilla y León","24","León","Rioseco de Tapia","24133"
"07","Castilla y León","24","León","Robla, La","24134"
"07","Castilla y León","24","León","Roperuelos del Páramo","24136"
"07","Castilla y León","24","León","Sabero","24137"
"07","Castilla y León","24","León","Sahagún","24139"
"07","Castilla y León","24","León","San Adrián del Valle","24141"
"07","Castilla y León","24","León","San Andrés del Rabanedo","24142"
"07","Castilla y León","24","León","San Cristóbal de la Polantera","24144"
"07","Castilla y León","24","León","San Emiliano","24145"
"07","Castilla y León","24","León","San Esteban de Nogales","24146"
"07","Castilla y León","24","León","San Justo de la Vega","24148"
"07","Castilla y León","24","León","San Millán de los Caballeros","24149"
"07","Castilla y León","24","León","San Pedro Bercianos","24150"
"07","Castilla y León","24","León","Sancedo","24143"
"07","Castilla y León","24","León","Santa Colomba de Curueño","24151"
"07","Castilla y León","24","León","Santa Colomba de Somoza","24152"
"07","Castilla y León","24","León","Santa Cristina de Valmadrigal","24153"
"07","Castilla y León","24","León","Santa Elena de Jamuz","24154"
"07","Castilla y León","24","León","Santa María de la Isla","24155"
"07","Castilla y León","24","León","Santa María de Ordás","24158"
"07","Castilla y León","24","León","Santa María del Monte de Cea","24156"
"07","Castilla y León","24","León","Santa María del Páramo","24157"
"07","Castilla y León","24","León","Santa Marina del Rey","24159"
"07","Castilla y León","24","León","Santas Martas","24160"
"07","Castilla y León","24","León","Santiago Millas","24161"
"07","Castilla y León","24","León","Santovenia de la Valdoncina","24162"
"07","Castilla y León","24","León","Sariegos","24163"
"07","Castilla y León","24","León","Sena de Luna","24164"
"07","Castilla y León","24","León","Sobrado","24165"
"07","Castilla y León","24","León","Soto de la Vega","24166"
"07","Castilla y León","24","León","Soto y Amío","24167"
"07","Castilla y León","24","León","Toral de los Guzmanes","24168"
"07","Castilla y León","24","León","Toral de los Vados","24206"
"07","Castilla y León","24","León","Toreno","24169"
"07","Castilla y León","24","León","Torre del Bierzo","24170"
"07","Castilla y León","24","León","Trabadelo","24171"
"07","Castilla y León","24","León","Truchas","24172"
"07","Castilla y León","24","León","Turcia","24173"
"07","Castilla y León","24","León","Urdiales del Páramo","24174"
"07","Castilla y León","24","León","Val de San Lorenzo","24185"
"07","Castilla y León","24","León","Valdefresno","24175"
"07","Castilla y León","24","León","Valdefuentes del Páramo","24176"
"07","Castilla y León","24","León","Valdelugueros","24177"
"07","Castilla y León","24","León","Valdemora","24178"
"07","Castilla y León","24","León","Valdepiélago","24179"
"07","Castilla y León","24","León","Valdepolo","24180"
"07","Castilla y León","24","León","Valderas","24181"
"07","Castilla y León","24","León","Valderrey","24182"
"07","Castilla y León","24","León","Valderrueda","24183"
"07","Castilla y León","24","León","Valdesamario","24184"
"07","Castilla y León","24","León","Valdevimbre","24187"
"07","Castilla y León","24","León","Valencia de Don Juan","24188"
"07","Castilla y León","24","León","Vallecillo","24191"
"07","Castilla y León","24","León","Valverde de la Virgen","24189"
"07","Castilla y León","24","León","Valverde-Enrique","24190"
"07","Castilla y León","24","León","Vecilla, La","24193"
"07","Castilla y León","24","León","Vega de Espinareda","24196"
"07","Castilla y León","24","León","Vega de Infanzones","24197"
"07","Castilla y León","24","León","Vega de Valcarce","24198"
"07","Castilla y León","24","León","Vegacervera","24194"
"07","Castilla y León","24","León","Vegaquemada","24199"
"07","Castilla y León","24","León","Vegas del Condado","24201"
"07","Castilla y León","24","León","Villablino","24202"
"07","Castilla y León","24","León","Villabraz","24203"
"07","Castilla y León","24","León","Villadangos del Páramo","24205"
"07","Castilla y León","24","León","Villademor de la Vega","24207"
"07","Castilla y León","24","León","Villafranca del Bierzo","24209"
"07","Castilla y León","24","León","Villagatón","24210"
"07","Castilla y León","24","León","Villamandos","24211"
"07","Castilla y León","24","León","Villamanín","24901"
"07","Castilla y León","24","León","Villamañán","24212"
"07","Castilla y León","24","León","Villamartín de Don Sancho","24213"
"07","Castilla y León","24","León","Villamejil","24214"
"07","Castilla y León","24","León","Villamol","24215"
"07","Castilla y León","24","León","Villamontán de la Valduerna","24216"
"07","Castilla y León","24","León","Villamoratiel de las Matas","24217"
"07","Castilla y León","24","León","Villanueva de las Manzanas","24218"
"07","Castilla y León","24","León","Villaobispo de Otero","24219"
"07","Castilla y León","24","León","Villaornate y Castro","24902"
"07","Castilla y León","24","León","Villaquejida","24221"
"07","Castilla y León","24","León","Villaquilambre","24222"
"07","Castilla y León","24","León","Villarejo de Órbigo","24223"
"07","Castilla y León","24","León","Villares de Órbigo","24224"
"07","Castilla y León","24","León","Villasabariego","24225"
"07","Castilla y León","24","León","Villaselán","24226"
"07","Castilla y León","24","León","Villaturiel","24227"
"07","Castilla y León","24","León","Villazala","24228"
"07","Castilla y León","24","León","Villazanzo de Valderaduey","24229"
"07","Castilla y León","24","León","Zotes del Páramo","24230"
"07","Castilla y León","40","Segovia","Abades","40001"
"07","Castilla y León","40","Segovia","Adrada de Pirón","40002"
"07","Castilla y León","40","Segovia","Adrados","40003"
"07","Castilla y León","40","Segovia","Aguilafuente","40004"
"07","Castilla y León","40","Segovia","Alconada de Maderuelo","40005"
"07","Castilla y León","40","Segovia","Aldea Real","40012"
"07","Castilla y León","40","Segovia","Aldealcorvo","40006"
"07","Castilla y León","40","Segovia","Aldealengua de Pedraza","40007"
"07","Castilla y León","40","Segovia","Aldealengua de Santa María","40008"
"07","Castilla y León","40","Segovia","Aldeanueva de la Serrezuela","40009"
"07","Castilla y León","40","Segovia","Aldeanueva del Codonal","40010"
"07","Castilla y León","40","Segovia","Aldeasoña","40013"
"07","Castilla y León","40","Segovia","Aldehorno","40014"
"07","Castilla y León","40","Segovia","Aldehuela del Codonal","40015"
"07","Castilla y León","40","Segovia","Aldeonte","40016"
"07","Castilla y León","40","Segovia","Anaya","40017"
"07","Castilla y León","40","Segovia","Añe","40018"
"07","Castilla y León","40","Segovia","Arahuetes","40019"
"07","Castilla y León","40","Segovia","Arcones","40020"
"07","Castilla y León","40","Segovia","Arevalillo de Cega","40021"
"07","Castilla y León","40","Segovia","Armuña","40022"
"07","Castilla y León","40","Segovia","Ayllón","40024"
"07","Castilla y León","40","Segovia","Barbolla","40025"
"07","Castilla y León","40","Segovia","Basardilla","40026"
"07","Castilla y León","40","Segovia","Bercial","40028"
"07","Castilla y León","40","Segovia","Bercimuel","40029"
"07","Castilla y León","40","Segovia","Bernardos","40030"
"07","Castilla y León","40","Segovia","Bernuy de Porreros","40031"
"07","Castilla y León","40","Segovia","Boceguillas","40032"
"07","Castilla y León","40","Segovia","Brieva","40033"
"07","Castilla y León","40","Segovia","Caballar","40034"
"07","Castilla y León","40","Segovia","Cabañas de Polendos","40035"
"07","Castilla y León","40","Segovia","Cabezuela","40036"
"07","Castilla y León","40","Segovia","Calabazas de Fuentidueña","40037"
"07","Castilla y León","40","Segovia","Campo de San Pedro","40039"
"07","Castilla y León","40","Segovia","Cantalejo","40040"
"07","Castilla y León","40","Segovia","Cantimpalos","40041"
"07","Castilla y León","40","Segovia","Carabias","40161"
"07","Castilla y León","40","Segovia","Carbonero el Mayor","40043"
"07","Castilla y León","40","Segovia","Carrascal del Río","40044"
"07","Castilla y León","40","Segovia","Casla","40045"
"07","Castilla y León","40","Segovia","Castillejo de Mesleón","40046"
"07","Castilla y León","40","Segovia","Castro de Fuentidueña","40047"
"07","Castilla y León","40","Segovia","Castrojimeno","40048"
"07","Castilla y León","40","Segovia","Castroserna de Abajo","40049"
"07","Castilla y León","40","Segovia","Castroserracín","40051"
"07","Castilla y León","40","Segovia","Cedillo de la Torre","40052"
"07","Castilla y León","40","Segovia","Cerezo de Abajo","40053"
"07","Castilla y León","40","Segovia","Cerezo de Arriba","40054"
"07","Castilla y León","40","Segovia","Chañe","40065"
"07","Castilla y León","40","Segovia","Cilleruelo de San Mamés","40055"
"07","Castilla y León","40","Segovia","Cobos de Fuentidueña","40056"
"07","Castilla y León","40","Segovia","Coca","40057"
"07","Castilla y León","40","Segovia","Codorniz","40058"
"07","Castilla y León","40","Segovia","Collado Hermoso","40059"
"07","Castilla y León","40","Segovia","Condado de Castilnovo","40060"
"07","Castilla y León","40","Segovia","Corral de Ayllón","40061"
"07","Castilla y León","40","Segovia","Cozuelos de Fuentidueña","40902"
"07","Castilla y León","40","Segovia","Cubillo","40062"
"07","Castilla y León","40","Segovia","Cuéllar","40063"
"07","Castilla y León","40","Segovia","Cuevas de Provanco","40905"
"07","Castilla y León","40","Segovia","Domingo García","40068"
"07","Castilla y León","40","Segovia","Donhierro","40069"
"07","Castilla y León","40","Segovia","Duruelo","40070"
"07","Castilla y León","40","Segovia","Encinas","40071"
"07","Castilla y León","40","Segovia","Encinillas","40072"
"07","Castilla y León","40","Segovia","Escalona del Prado","40073"
"07","Castilla y León","40","Segovia","Escarabajosa de Cabezas","40074"
"07","Castilla y León","40","Segovia","Escobar de Polendos","40075"
"07","Castilla y León","40","Segovia","Espinar, El","40076"
"07","Castilla y León","40","Segovia","Espirdo","40077"
"07","Castilla y León","40","Segovia","Fresneda de Cuéllar","40078"
"07","Castilla y León","40","Segovia","Fresno de Cantespino","40079"
"07","Castilla y León","40","Segovia","Fresno de la Fuente","40080"
"07","Castilla y León","40","Segovia","Frumales","40081"
"07","Castilla y León","40","Segovia","Fuente de Santa Cruz","40082"
"07","Castilla y León","40","Segovia","Fuente el Olmo de Fuentidueña","40083"
"07","Castilla y León","40","Segovia","Fuente el Olmo de Íscar","40084"
"07","Castilla y León","40","Segovia","Fuentepelayo","40086"
"07","Castilla y León","40","Segovia","Fuentepiñel","40087"
"07","Castilla y León","40","Segovia","Fuenterrebollo","40088"
"07","Castilla y León","40","Segovia","Fuentesaúco de Fuentidueña","40089"
"07","Castilla y León","40","Segovia","Fuentesoto","40091"
"07","Castilla y León","40","Segovia","Fuentidueña","40092"
"07","Castilla y León","40","Segovia","Gallegos","40093"
"07","Castilla y León","40","Segovia","Garcillán","40094"
"07","Castilla y León","40","Segovia","Gomezserracín","40095"
"07","Castilla y León","40","Segovia","Grajera","40097"
"07","Castilla y León","40","Segovia","Honrubia de la Cuesta","40099"
"07","Castilla y León","40","Segovia","Hontalbilla","40100"
"07","Castilla y León","40","Segovia","Hontanares de Eresma","40101"
"07","Castilla y León","40","Segovia","Huertos, Los","40103"
"07","Castilla y León","40","Segovia","Ituero y Lama","40104"
"07","Castilla y León","40","Segovia","Juarros de Riomoros","40105"
"07","Castilla y León","40","Segovia","Juarros de Voltoya","40106"
"07","Castilla y León","40","Segovia","Labajos","40107"
"07","Castilla y León","40","Segovia","Laguna de Contreras","40108"
"07","Castilla y León","40","Segovia","Languilla","40109"
"07","Castilla y León","40","Segovia","Lastras de Cuéllar","40110"
"07","Castilla y León","40","Segovia","Lastras del Pozo","40111"
"07","Castilla y León","40","Segovia","Lastrilla, La","40112"
"07","Castilla y León","40","Segovia","Losa, La","40113"
"07","Castilla y León","40","Segovia","Maderuelo","40115"
"07","Castilla y León","40","Segovia","Marazoleja","40903"
"07","Castilla y León","40","Segovia","Marazuela","40118"
"07","Castilla y León","40","Segovia","Martín Miguel","40119"
"07","Castilla y León","40","Segovia","Martín Muñoz de la Dehesa","40120"
"07","Castilla y León","40","Segovia","Martín Muñoz de las Posadas","40121"
"07","Castilla y León","40","Segovia","Marugán","40122"
"07","Castilla y León","40","Segovia","Mata de Cuéllar","40124"
"07","Castilla y León","40","Segovia","Matabuena","40123"
"07","Castilla y León","40","Segovia","Matilla, La","40125"
"07","Castilla y León","40","Segovia","Melque de Cercos","40126"
"07","Castilla y León","40","Segovia","Membibre de la Hoz","40127"
"07","Castilla y León","40","Segovia","Migueláñez","40128"
"07","Castilla y León","40","Segovia","Montejo de Arévalo","40129"
"07","Castilla y León","40","Segovia","Montejo de la Vega de la Serrezuela","40130"
"07","Castilla y León","40","Segovia","Monterrubio","40131"
"07","Castilla y León","40","Segovia","Moral de Hornuez","40132"
"07","Castilla y León","40","Segovia","Mozoncillo","40134"
"07","Castilla y León","40","Segovia","Muñopedro","40135"
